1,35,14,1,0,1,16,157105
0,50,0,2,1,1,26,227919
1,25,4,1,4,0,133,1428265
1,45,14,1,2,1,28,326261
0,17,10,3,4,0,110,1035228
1,45,7,2,2,1,51,597730
1,25,4,3,2,0,21,147366
0,50,1,3,0,1,85,582306
0,50,0,1,1,0,16,124477
1,55,1,3,3,1,31,339119
0,35,0,1,1,1,51,624777
1,35,17,3,2,1,59,645708
0,35,2,3,1,0,52,529819
1,25,4,3,1,0,22,277125
1,25,4,3,1,0,19,148849
0,17,10,3,3,0,23,294050
1,35,14,3,2,0,37,407327
0,50,1,3,1,1,33,329348
0,55,9,3,1,1,13,112226
1,55,13,3,1,0,137,1310621
1,45,7,3,3,1,23,210912
0,25,4,2,1,0,223,1573914
1,35,17,2,1,1,114,1275628
1,35,17,3,1,0,7,49288
1,50,0,3,4,1,55,580281
0,35,16,3,2,1,43,444238
0,45,3,3,3,0,82,866904
0,45,7,3,2,1,13,154510
0,17,10,3,1,0,64,506413
1,45,17,3,4,0,41,461932
0,25,3,1,1,0,65,1138239
1,45,19,3,3,0,86,640264
1,50,7,2,2,1,65,1016811
1,35,12,3,3,1,28,215030
1,50,12,3,1,1,40,636089
0,45,11,3,4,0,30,249376
1,50,18,3,4,0,64,578478
1,35,12,3,3,0,14,120872
1,50,15,3,1,1,43,468318
1,35,2,2,4,0,40,435574
1,45,15,3,3,0,54,520893
1,35,16,3,3,1,29,413216
1,25,12,3,2,0,35,360020
0,35,2,3,0,0,51,417983
1,35,17,3,2,1,55,590875
1,35,17,1,2,1,282,2742049
1,45,17,3,4,0,118,1301582
0,17,10,3,1,0,56,420788
1,35,11,3,0,0,32,343809
1,45,7,3,2,0,41,586434
0,25,4,3,1,0,26,271183
1,45,9,2,4,1,352,3237092
1,55,7,3,1,1,14,135960
1,50,14,2,3,1,36,504628
1,25,9,2,1,0,29,333598
0,50,3,3,1,1,100,1171261
1,55,6,1,1,1,12,139365
1,35,11,3,2,0,84,1253576
1,45,17,2,3,1,79,1274511
1,25,4,3,4,0,152,1271630
1,35,17,3,1,0,45,345438
0,35,0,3,1,1,92,801838
1,35,0,3,3,1,101,877030
1,25,4,3,1,1,38,360612
1,25,2,2,3,0,227,1562462
0,50,6,3,4,1,124,1273401
1,25,20,3,1,1,36,593019
0,35,20,3,2,0,136,1500089
0,45,1,2,3,0,32,328944
1,45,13,3,1,1,13,115058
1,35,7,1,2,0,33,301086
1,25,3,3,0,0,36,375606
1,35,17,3,1,1,22,234047
1,25,4,3,4,0,29,195522
0,45,20,2,3,1,238,2257255
1,25,4,2,4,0,95,1094887
1,55,17,2,3,1,338,3617268
1,35,1,2,2,1,333,3774602
1,45,7,2,0,1,134,1225932
0,35,20,1,1,1,283,2560797
1,25,4,1,3,0,17,128655
1,17,10,3,0,0,14,124933
1,55,20,1,4,1,34,281332
1,45,12,3,4,1,53,360224
0,50,7,3,4,1,76,689059
1,45,16,1,1,0,217,2228762
1,55,7,3,2,1,14,184952
0,50,0,1,1,1,23,224103
1,45,7,3,3,0,9,84567
1,50,16,3,4,1,184,1884662
0,25,4,3,4,0,55,686358
1,25,4,1,1,0,271,1633731
0,55,13,3,1,0,18,155793
1,25,16,1,1,0,57,602989
1,25,4,2,1,1,216,2073133
0,35,11,2,4,0,28,186597
0,55,0,3,0,1,13,134217
1,35,7,2,3,0,312,2850480
1,35,11,3,1,1,42,537275
0,55,17,2,1,1,15,208924
1,35,3,3,2,0,15,213016
1,35,0,2,1,1,314,3204589
1,35,16,3,2,0,55,762896
0,35,2,2,1,0,170,1458898
0,25,3,3,1,0,39,319661
1,55,1,2,3,1,30,389564
1,55,17,1,2,1,66,540534
1,35,0,1,1,0,66,486738
1,50,12,3,4,0,30,258215
1,25,17,3,1,0,169,1788665
1,25,4,3,0,0,54,490892
0,50,1,2,1,1,64,660777
0,35,0,3,4,1,52,572923
1,50,0,3,0,0,31,435266
1,25,5,3,0,0,58,652330
0,50,1,2,1,0,243,2252669
1,55,16,3,2,0,41,402149
1,25,0,2,2,0,19,209947
1,35,17,1,1,0,80,778557
1,25,4,3,1,1,16,117323
1,25,1,2,2,0,284,2405964
0,50,15,3,1,1,136,1192284
0,17,10,3,3,0,35,261915
1,35,12,2,4,1,466,4532014
0,45,9,3,4,0,19,227342
1,25,14,1,3,0,16,143289
1,35,12,1,0,1,207,2114695
1,25,4,2,1,0,206,1824863
0,25,4,3,0,0,14,129684
0,45,2,1,1,0,51,465389
1,25,4,1,3,0,379,3195955
0,25,4,2,1,1,65,389087
1,35,7,2,1,1,246,2424484
1,45,12,1,1,0,84,923914
1,35,17,3,1,0,15,152341
1,35,12,2,1,1,13,113722
1,45,17,3,1,1,108,1110185
1,45,1,2,4,0,13,86732
0,17,10,3,0,0,57,883170
1,50,17,3,1,1,21,224683
1,35,16,3,3,0,67,679266
0,25,4,3,1,0,9,98148
1,25,20,3,1,0,93,751383
1,45,14,3,1,1,16,237988
1,50,13,2,1,0,429,3140734
1,25,4,1,1,0,13,144311
1,45,14,3,3,1,49,381710
0,35,4,1,0,0,21,175433
1,35,12,1,3,0,56,620511
0,35,0,2,2,1,18,130596
1,35,1,1,1,0,38,428425
1,35,17,2,4,0,130,1125876
1,35,7,1,0,0,292,2483218
1,45,1,3,1,0,10,93001
1,45,20,2,0,0,17,165449
1,35,15,1,1,0,21,233015
1,25,10,3,1,0,114,909730
1,50,1,3,1,0,99,1071044
1,35,3,1,1,0,54,627470
1,35,20,1,1,1,54,413859
0,50,20,3,2,1,28,273514
1,45,7,3,2,0,20,197800
1,35,0,2,0,0,268,2682668
1,35,5,2,2,0,32,373171
1,35,6,3,1,1,88,659824
0,55,7,2,0,0,139,1188497
1,25,19,1,1,0,38,373260
1,55,17,1,1,1,85,854285
1,45,20,3,1,1,27,335285
0,25,4,1,3,0,165,1533937
1,35,16,3,1,0,14,107183
1,55,7,2,3,1,50,541740
1,45,16,2,0,0,435,2958852
0,25,4,3,1,0,14,135027
1,35,17,2,1,0,21,179944
1,25,17,2,1,1,17,235693
0,25,14,3,2,0,62,684768
1,45,16,3,1,0,11,112574
1,55,17,1,0,1,40,413617
1,35,12,3,3,0,28,368735
0,35,11,3,1,0,28,258476
1,45,17,3,4,0,12,113747
1,45,0,3,1,1,130,1455520
1,50,16,3,3,0,55,860222
1,25,18,1,1,0,34,445108
1,35,7,3,0,1,75,783543
1,35,1,2,4,0,80,852767
1,25,19,3,1,0,89,1134282
1,35,20,1,4,0,217,2043390
0,35,1,3,1,0,62,639825
0,35,7,3,1,0,48,507046
1,45,0,2,1,1,274,2114902
0,45,7,1,4,1,52,414690
1,45,11,3,3,0,31,310200
1,50,12,3,1,1,77,590040
0,25,12,3,1,0,143,1248334
1,35,2,1,1,1,16,119678
1,55,14,2,2,1,75,922239
1,25,4,3,1,0,188,1975959
1,25,0,1,1,0,279,2852051
1,25,4,2,2,1,116,1240141
1,25,4,1,4,0,78,866140
1,35,0,3,3,1,52,544614
1,50,16,3,4,0,18,171897
0,45,1,3,2,0,15,175796
1,50,18,3,4,1,113,859923
1,35,14,3,3,0,26,233557
1,55,7,3,0,1,26,189891
0,45,0,1,2,0,65,596211
1,35,17,3,4,1,14,164620
1,35,0,2,1,0,17,244500
1,35,12,2,3,1,275,2253516
0,45,0,1,1,0,69,771916
1,35,1,3,3,0,25,246138
1,55,13,2,1,1,64,570606
0,35,0,3,1,0,36,457657
0,35,20,3,4,0,17,160545
1,45,12,2,2,0,55,468257
1,45,7,3,0,1,23,258337
1,55,1,3,1,1,175,1246368
0,50,9,3,3,1,18,127429
1,25,0,3,4,0,104,1200295
1,55,5,3,4,1,57,502982
1,25,2,3,3,1,47,578240
0,25,4,3,2,0,14,137224
1,35,12,3,4,0,64,717925
1,35,7,2,4,1,154,1789852
1,25,4,2,4,0,203,1969538
1,25,4,2,4,0,454,3225955
1,35,7,3,1,1,124,1090728
1,35,0,2,1,0,13,182592
0,25,0,2,3,1,93,510332
1,25,0,3,3,0,112,1181748
1,55,16,2,0,1,113,1323727
1,35,2,1,3,1,322,2790537
1,35,4,2,1,0,64,734896
0,25,4,3,1,0,121,932112
1,25,4,3,3,1,11,165653
0,55,2,2,0,0,30,258012
0,25,4,1,4,0,13,128453
0,55,9,3,1,0,173,1482903
0,55,1,1,3,1,12,84882
1,55,13,3,1,0,39,555750
1,45,7,3,3,0,13,120376
0,55,13,1,1,1,13,121960
0,55,6,2,3,1,420,3292557
1,45,6,3,4,0,8,91410
1,25,4,2,3,0,135,1363801
1,55,17,1,3,1,17,180227
1,50,12,3,1,0,59,556213
1,45,17,2,0,1,47,432511
0,55,3,1,1,0,25,195099
1,55,11,2,1,1,218,1774938
1,45,18,3,4,0,131,1257891
1,45,12,3,2,0,32,360181
1,45,7,1,1,0,446,3007048
1,55,7,3,2,0,41,461751
1,35,7,2,1,0,339,3269790
1,55,1,3,3,1,41,410935
1,45,2,1,0,1,136,866550
0,55,2,1,3,1,39,328893
1,45,18,3,0,1,95,775552
1,25,0,3,4,0,57,745235
1,25,19,3,0,0,99,1098108
1,45,7,1,1,0,202,2027122
1,55,7,3,1,1,70,625742
0,35,3,3,1,1,62,471388
0,55,13,3,2,1,10,137534
1,25,12,3,4,0,71,758556
0,45,3,2,2,0,156,1664013
1,45,14,3,1,1,53,531714
1,35,12,1,2,1,14,154655
0,35,0,2,2,0,173,1537119
0,55,1,1,1,0,59,510992
1,55,7,2,2,1,55,458023
1,17,10,3,0,0,154,1445812
1,50,20,3,3,0,33,364359
1,25,4,1,4,0,63,735002
1,25,4,1,0,0,486,4355777
0,45,7,3,1,1,13,170793
1,45,1,1,1,0,29,280864
1,25,3,2,2,0,250,2378897
1,55,20,3,0,1,12,142643
1,25,0,1,4,0,37,331204
1,35,17,2,1,0,20,207005
1,45,17,3,1,0,35,421341
0,35,14,2,3,0,10,77648
1,45,20,2,1,0,25,248250
1,25,10,2,1,1,27,308134
0,45,1,3,3,0,14,94601
0,25,4,1,1,0,26,183492
1,55,15,2,1,1,134,1410122
1,35,0,3,1,0,193,2039973
1,45,1,2,2,0,49,323035
1,25,17,3,3,0,35,383334
1,25,4,2,4,0,49,436717
0,25,4,3,2,0,79,1059484
0,35,2,3,1,1,18,209499
0,45,14,3,0,0,27,403245
1,35,2,2,1,0,30,298961
1,45,1,3,4,1,55,534856
1,35,17,2,2,0,77,920696
0,25,0,1,1,1,22,182644
0,45,1,3,4,0,41,382811
1,35,2,3,1,0,85,729368
1,45,17,3,2,0,18,259191
0,45,20,2,0,1,34,296701
0,35,7,1,4,1,13,117333
1,35,11,2,3,1,17,169138
1,35,6,3,1,0,72,840684
1,35,0,1,1,1,149,1161241
0,45,7,3,0,0,45,365489
0,35,0,2,3,1,35,283367
1,35,6,3,0,0,44,400832
1,35,4,1,0,0,123,946860
1,50,11,3,2,1,37,431469
1,25,7,1,0,0,268,2219577
1,45,17,3,4,0,40,335223
1,25,0,3,1,0,19,231657
1,25,5,1,0,0,10,65645
1,35,1,3,1,0,95,689039
1,45,17,2,2,0,20,234627
1,35,17,2,3,1,124,1257749
0,45,6,2,1,1,12,125042
0,25,3,3,2,1,22,223380
1,25,0,2,3,0,41,415330
1,35,11,2,1,1,159,1369148
1,25,4,1,2,0,166,1694402
1,25,4,2,1,0,30,291285
1,55,1,3,2,0,28,201691
1,35,20,1,3,0,78,721522
1,25,17,3,1,0,17,162159
1,35,11,1,0,0,89,1010262
1,25,12,2,4,0,162,1595969
0,35,1,2,4,0,59,458378
0,50,1,2,0,1,358,2617637
1,45,15,1,1,1,254,2709697
1,35,11,3,0,0,54,508416
1,35,0,3,4,0,36,283657
0,45,0,1,2,1,155,1397756
1,50,14,3,3,1,35,352175
0,35,0,3,0,1,15,171561
0,35,3,2,0,1,34,392719
1,25,3,3,1,0,63,642655
1,45,1,1,1,0,40,417100
0,50,3,1,1,1,10,132729
1,55,17,1,4,0,27,311925
1,25,4,1,1,0,37,243029
1,35,17,1,3,0,694,6573609
1,35,12,2,1,1,111,979748
1,25,4,1,1,1,132,1530458
1,45,12,1,2,0,12,127321
1,25,0,3,1,0,206,2001630
0,25,10,3,1,1,33,260052
1,25,10,2,3,0,43,442237
1,50,16,3,1,1,35,238091
1,55,6,3,3,1,27,187847
0,50,3,3,1,0,25,222673
1,35,7,1,4,0,70,939581
1,25,4,3,1,0,75,797147
1,45,17,3,2,1,32,355255
1,25,11,1,3,0,321,2792112
1,45,14,2,3,1,54,549700
1,55,1,3,2,1,14,155100
1,45,1,2,1,0,29,366667
1,35,1,1,2,0,244,2258438
1,35,3,1,0,1,22,249879
1,55,0,1,3,0,71,624355
1,50,12,1,1,1,160,1584561
0,55,0,3,2,0,30,327032
0,50,11,1,1,0,18,167098
1,35,17,3,0,0,11,100832
1,35,7,3,3,0,32,299113
1,50,1,3,1,1,28,256616
1,55,13,3,4,1,115,1175712
1,55,17,1,3,1,73,860138
1,25,4,2,1,0,227,2249709
1,35,20,3,2,1,147,1163876
0,45,2,1,0,0,13,139409
1,45,0,1,0,0,91,925393
1,25,4,2,2,0,140,1258777
1,55,16,3,1,1,23,232568
0,25,4,1,3,0,15,130256
1,50,18,3,2,0,22,133770
1,55,7,2,0,0,285,2533863
1,25,16,3,1,1,105,954229
1,35,7,1,4,1,69,400469
0,25,4,1,3,0,56,509284
1,25,19,3,2,0,16,130258
1,35,5,1,2,0,117,1121881
0,45,3,2,4,1,39,276763
0,17,10,2,1,0,18,162270
1,45,6,2,0,1,26,295735
0,17,10,3,2,0,33,216986
1,45,7,1,3,0,60,696526
0,25,4,1,1,0,32,273687
1,35,17,2,1,0,174,1533936
1,45,0,2,0,0,229,2418712
1,45,14,1,1,0,110,1454797
1,55,16,1,2,0,26,245682
1,35,12,3,0,0,51,528144
0,25,4,3,1,0,56,510436
1,50,7,3,2,0,103,969601
1,35,14,1,2,1,436,3539036
1,25,12,1,4,0,22,155614
0,17,10,1,2,0,18,165869
1,55,7,3,2,1,27,224034
1,55,0,3,0,0,25,223191
0,45,17,2,0,1,26,212265
1,35,12,2,2,1,15,149115
1,25,4,1,3,1,13,110421
1,17,10,2,1,0,43,429694
1,25,4,3,2,0,9,97980
1,35,12,1,0,0,15,111812
1,55,7,3,1,1,86,847881
1,25,10,1,1,0,25,288476
1,25,4,1,3,0,67,885241
0,35,17,3,0,0,17,147295
1,45,17,1,1,0,94,798918
0,35,1,1,1,0,119,1039288
0,25,2,1,0,0,52,351345
1,35,2,3,4,1,37,323164
1,45,6,2,1,0,14,133504
1,45,11,3,0,1,15,166173
1,35,2,3,2,0,52,542744
1,45,17,3,2,1,60,700731
1,35,16,3,1,0,51,456426
0,35,0,1,4,1,21,182769
1,35,12,2,0,0,79,867383
1,35,2,1,0,1,406,3699995
1,25,12,3,3,0,62,772191
0,50,4,3,1,1,14,129493
1,45,0,3,1,1,22,158297
1,35,0,3,4,0,80,649592
1,35,2,1,1,1,54,611777
1,35,1,1,0,1,81,816456
0,55,14,3,2,0,160,1210786
0,35,14,1,1,0,90,752931
0,45,12,3,4,0,134,1371484
0,45,14,3,4,1,28,217106
0,45,20,1,2,0,167,1525309
1,55,7,1,2,0,23,239233
1,35,12,3,1,0,30,354616
1,55,7,1,1,1,48,593667
1,25,0,1,0,0,558,5212846
1,45,6,3,2,0,24,245538
1,50,17,3,1,1,29,429159
0,35,2,2,2,1,11,86600
1,45,12,3,1,0,62,740947
1,35,2,1,1,1,62,721232
0,25,14,2,0,0,489,3661969
1,35,7,3,2,0,16,188041
1,35,12,1,1,0,325,2940570
1,35,15,2,3,1,54,542822
1,45,6,2,3,1,11,100277
1,35,20,3,1,0,122,1407088
1,55,16,3,2,1,29,378958
1,35,2,3,4,0,70,942604
1,25,1,2,1,0,23,225022
0,25,4,3,3,0,111,975026
1,35,5,2,4,1,345,3645901
1,45,12,2,2,0,47,471516
1,45,17,3,2,0,19,154036
0,35,0,2,0,0,128,898026
1,45,12,2,3,0,48,537579
0,45,16,3,1,1,70,587545
1,35,6,1,3,0,631,6310604
1,50,8,2,1,1,548,5327346
1,45,20,1,4,1,140,1186467
1,55,18,3,3,1,64,676472
1,35,2,2,1,0,37,271381
1,35,12,3,0,1,17,126199
1,25,4,2,4,0,28,285440
0,35,9,2,4,0,127,1042152
1,55,1,1,3,0,29,368862
0,35,7,3,1,0,10,96405
1,50,15,3,1,1,79,1116316
0,25,14,3,3,1,18,156592
1,45,20,3,2,0,18,250158
1,35,4,1,3,0,194,1586728
1,50,1,3,1,0,22,213625
1,35,16,2,0,0,13,100653
1,35,17,1,3,0,281,2114702
1,45,20,3,3,0,43,692946
0,55,17,3,1,1,17,213883
0,25,4,3,3,1,79,590043
1,35,4,1,4,0,143,1217900
1,55,5,3,3,1,69,799254
1,25,4,1,0,0,9,60660
0,45,2,2,0,0,22,216145
1,35,19,3,4,1,11,132332
1,35,12,2,0,1,94,1076848
0,50,15,3,1,1,36,382847
1,45,0,1,3,0,84,995545
1,25,17,3,3,0,13,154598
1,35,5,3,2,0,38,370946
1,17,10,3,1,0,24,260686
1,55,14,3,1,1,33,282311
1,25,4,3,4,0,45,486957
0,35,0,1,4,0,100,994841
0,35,0,2,1,0,21,252781
1,25,1,1,1,0,85,885031
1,45,14,3,3,1,16,245540
1,35,20,2,3,0,199,1363517
0,35,11,2,1,0,261,2439535
1,25,2,1,1,0,17,157733
0,45,6,3,1,0,98,970985
1,35,0,3,1,0,130,1046568
1,25,0,1,1,1,14,234872
0,55,1,3,4,0,51,395068
0,55,13,2,3,0,89,704523
1,35,7,1,1,0,57,543253
0,35,1,3,2,1,22,163598
1,45,12,3,3,1,31,322571
1,45,7,3,1,1,17,160180
1,55,6,1,3,1,17,163914
1,45,17,3,0,1,16,138687
0,25,20,2,3,1,211,1647626
0,55,6,3,2,0,87,912155
0,35,6,3,1,1,36,376016
1,50,17,3,2,1,170,1806758
0,25,4,3,0,0,63,700369
0,17,10,3,2,0,21,181525
1,35,0,3,2,1,10,116019
1,25,4,3,3,1,89,718554
1,35,7,2,1,0,27,418486
1,35,4,2,1,0,69,672151
1,45,0,3,1,0,72,778788
1,55,7,3,1,0,28,303968
1,45,20,3,1,1,49,406785
1,55,17,3,3,0,53,708302
1,35,7,2,2,0,26,304176
0,35,7,3,1,0,15,138586
1,35,0,2,3,0,29,227488
0,25,1,2,0,0,17,137275
1,25,0,1,3,0,94,751094
1,35,0,2,1,1,40,394269
1,35,17,3,3,1,88,1066019
1,35,1,2,3,0,211,2125649
0,45,12,3,2,1,21,167886
1,25,4,2,4,1,40,499212
1,55,2,3,2,1,23,235209
0,45,0,3,2,0,26,190723
0,17,10,3,2,0,128,982146
0,45,14,3,2,0,66,532661
1,45,17,3,3,1,179,1709673
1,50,17,3,2,0,16,198885
1,35,17,2,4,0,28,275857
0,17,10,3,4,0,46,397251
1,55,17,3,4,1,85,764450
1,25,20,3,4,0,55,677599
1,45,12,2,2,1,199,1859760
1,35,6,3,1,1,47,539893
1,50,17,2,2,1,216,2205636
1,25,4,3,2,1,13,131509
0,45,0,1,2,1,73,704236
0,45,1,3,1,0,18,180949
1,35,2,3,0,1,38,231193
1,35,20,3,2,1,64,551849
1,45,20,1,2,0,27,306650
1,45,7,3,2,0,150,1824299
1,45,12,2,1,1,128,1188757
0,35,12,2,1,1,99,908219
1,35,4,2,2,1,42,469746
1,35,17,3,2,1,26,353477
1,45,7,2,2,0,281,2690827
1,25,20,3,3,0,76,680293
1,55,13,3,3,0,14,111656
1,55,7,3,4,1,114,1125502
0,35,2,2,2,0,226,1416072
0,50,16,3,3,1,93,872384
0,55,13,3,1,0,31,281241
0,35,0,2,1,0,59,436639
0,35,0,3,4,0,65,541876
1,50,1,3,2,1,40,539185
1,25,4,2,2,0,64,581717
0,35,7,1,1,0,56,652574
1,45,18,3,2,1,94,940121
1,25,2,3,4,1,16,121611
0,25,0,3,2,0,62,570717
1,35,18,3,2,1,103,819675
0,35,3,3,2,0,22,263293
1,35,17,2,2,0,243,2553500
1,35,12,2,3,1,54,408062
1,25,4,3,0,0,87,987626
1,45,7,3,4,1,24,318106
1,35,20,1,4,0,214,1527014
1,35,17,3,4,0,50,694502
1,35,20,3,1,1,23,154053
1,25,16,2,1,1,221,1657010
1,55,2,2,1,1,108,975980
1,35,0,1,0,1,558,4997527
1,45,16,3,4,1,47,519796
1,35,12,3,1,0,21,187350
1,45,7,3,3,1,21,220000
1,35,4,3,1,0,46,558706
1,35,4,1,3,1,22,284753
1,35,4,1,1,1,80,621455
1,25,4,1,1,1,13,145581
0,35,7,3,4,0,182,1663605
1,55,13,3,2,1,20,189305
0,55,0,1,0,1,71,608741
1,35,12,3,3,0,105,1087579
1,45,11,2,2,1,60,603348
0,35,0,1,0,1,342,3630129
1,45,12,1,4,1,38,416148
1,25,4,1,4,0,17,136717
0,25,1,1,2,0,120,1097772
0,55,6,1,3,1,75,652645
1,25,4,1,1,0,135,1319731
1,55,17,3,1,1,18,226386
0,25,4,2,0,0,41,350247
1,45,7,2,2,1,258,1994097
0,55,1,3,2,1,11,102199
0,45,8,3,2,0,39,320894
1,35,4,3,0,1,73,683687
1,45,20,2,2,0,76,575402
1,45,7,3,1,0,36,401749
1,35,0,3,2,0,5,58136
1,25,0,3,1,0,48,272758
1,35,20,1,4,0,500,4647555
1,35,18,1,4,0,84,847538
1,35,0,2,2,0,164,1789386
1,45,7,2,3,0,136,1379049
1,25,4,2,2,0,240,2766413
1,25,0,2,1,0,54,550655
1,35,11,3,0,0,23,191972
1,25,2,3,2,0,91,931410
1,17,0,3,4,0,17,137864
1,25,0,2,0,0,127,1098464
0,45,9,2,1,0,358,3513729
1,35,12,2,4,0,32,319721
1,35,12,3,3,1,13,117807
1,55,13,2,2,1,77,783178
1,55,11,1,1,0,35,377755
0,35,9,3,0,1,40,316709
1,45,11,2,4,1,146,1211978
1,35,6,3,4,0,94,727474
1,45,12,3,0,0,92,1164036
1,35,0,3,4,1,33,357739
1,50,3,1,0,1,353,2708543
1,35,7,2,4,0,91,851922
1,45,16,3,1,1,63,613928
1,35,7,3,1,1,24,202311
1,35,14,1,3,0,210,1989713
1,25,12,3,0,1,72,770408
1,17,19,1,2,0,129,1268781
1,25,17,3,1,0,23,228690
1,45,12,3,3,0,76,952765
1,35,14,3,1,0,23,249231
1,35,5,3,1,1,42,270271
1,25,0,3,1,0,23,291407
0,17,2,1,2,0,76,566838
1,35,17,2,2,0,150,1590080
1,17,10,3,2,0,12,99552
0,25,19,2,3,0,244,1964563
1,25,4,3,4,1,19,246522
1,35,0,3,4,0,47,449466
1,45,18,2,0,0,250,1991502
0,45,9,2,4,1,31,301112
0,35,17,3,3,0,16,167709
0,35,3,1,3,0,572,3917492
1,17,10,3,1,0,137,1220608
1,45,7,3,3,0,100,1088843
0,45,0,2,3,1,70,709695
1,45,0,3,2,0,22,257775
1,35,12,1,1,0,267,2295741
1,45,7,3,3,1,20,191003
0,55,3,3,1,0,57,405055
1,55,15,1,4,1,29,300165
1,25,7,3,3,0,11,153508
1,17,10,3,2,0,23,280667
1,25,10,3,3,0,15,168970
1,25,20,3,2,0,79,901095
1,35,17,2,1,0,214,2157012
0,35,7,3,3,1,25,203221
1,35,12,3,1,0,95,995626
1,35,12,3,2,1,30,348155
1,50,17,3,4,1,40,393399
1,25,4,2,2,1,427,3390787
0,55,1,3,0,0,13,116906
1,25,12,3,2,0,55,560236
1,35,6,2,3,0,26,259326
1,25,4,1,4,0,122,1214998
1,17,17,3,1,0,11,108492
0,35,3,2,1,0,58,442325
1,25,19,2,1,0,270,1963189
1,25,17,3,4,0,93,1214773
1,35,0,2,2,1,27,215026
1,35,17,2,3,0,294,3035882
1,55,1,3,4,0,15,154112
1,35,4,1,2,0,71,880030
1,25,0,3,1,0,16,136635
1,25,19,3,4,0,63,788657
1,35,0,3,2,0,37,489084
1,25,4,3,2,0,61,559799
1,35,0,3,1,0,114,1129232
1,25,1,2,3,1,59,528098
1,35,17,3,1,0,9,143574
1,45,7,2,1,0,183,1932242
1,35,17,2,2,0,54,528563
0,45,14,3,1,0,84,768617
1,55,20,3,2,1,24,194722
0,45,14,2,1,0,80,559717
1,55,6,2,4,1,239,1875759
0,55,7,3,1,0,46,387544
0,35,20,3,1,1,184,1530439
0,35,5,3,3,1,22,226534
0,35,20,3,4,0,164,1374315
1,35,16,2,1,0,295,3136298
1,25,4,3,0,0,31,428406
1,35,20,3,0,0,22,201161
1,45,12,2,1,0,47,406830
1,45,0,3,3,1,35,442383
1,25,4,3,2,0,15,152094
1,35,7,2,1,1,161,1282092
1,35,17,3,1,0,55,505430
1,35,12,3,4,0,73,833537
1,55,0,1,0,1,36,392216
1,35,6,3,2,0,48,458367
1,25,4,3,1,1,34,210154
0,25,4,2,1,0,21,270433
1,50,0,3,2,0,121,1096236
1,25,4,2,2,0,226,2439162
1,25,4,3,2,0,94,957532
1,45,7,1,1,0,31,403459
1,45,7,1,1,0,64,729580
1,25,2,3,2,0,11,82484
0,35,1,2,0,1,168,1298399
1,35,0,3,1,0,68,573374
1,45,12,1,2,1,178,1537055
1,55,1,3,4,1,21,151520
0,45,1,3,1,1,17,177886
1,50,2,3,4,1,13,133784
1,25,4,3,2,0,66,522927
1,17,19,1,2,0,83,982003
1,45,7,1,3,0,96,912814
0,50,0,3,2,1,22,273285
1,25,2,3,4,0,100,675478
1,45,7,3,1,1,11,126492
0,45,12,3,0,0,31,312462
1,55,0,3,1,0,14,113536
1,35,11,1,4,0,41,209334
